CaseID,SCQ_1,SCQ_2,SCQ_3,SCQ_4,SCQ_5,SCQ_6,SCQ_7,SCQ_8,SCQ_9,SCQ_10,WIS_1,WIS_2,WIS_3,WIS_4,WIS_5,WIS_6,WIS_7,WIS_8,WIS_9,WIS_10,WIS_11,WIS_12,FIT_1,FIT_2,FIT_3,FIT_4,FIT_5,FIT_6,FIT_7,FIT_8,FIT_9,FIT_10,FIT_11,FIT_12,FIT_13,FIT_14,FIT_15,FIT_16,FIT_17
664,1,1,2,4,2,1,3,2,4,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,4,3,2,3,2,2,2,2,2,5
665,6,3,3,4,5,3,5,5,6,4,2,2,1,1,2,1,1,1,1,1,1,1,2,2,5,3,3,3,2,3,2,2,2,2,3,2,2,2,3
666,1,1,5,7,6,5,6,6,6,6,4,3,1,1,5,2,1,1,2,2,1,1,2,5,1,3,2,5,6,6,2,2,4,2,1,5,1,2,6
667,4,5,3,4,6,2,2,4,6,4,1,2,2,1,1,1,1,1,1,1,1,1,2,2,6,2,2,2,3,2,5,2,2,2,4,2,4,4,3
668,3,3,2,6,5,2,5,4,5,5,2,2,2,2,2,1,1,1,2,2,1,1,3,2,6,2,2,2,2,2,2,3,2,2,3,3,3,2,4
669,4,4,4,4,4,2,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,4,7,4,6,4,5,7,7,4,3,7,2,4,6,4,4,6
670,5,5,5,4,5,2,6,4,5,4,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,4,2,1,1,3,3,2,1,1,2,2,2,2,4
671,5,4,3,4,5,3,4,4,4,3,1,2,1,1,2,1,1,1,1,1,1,1,2,2,5,4,1,1,2,2,2,1,1,1,1,1,1,1,2
672,6,6,4,7,6,5,5,7,7,7,4,1,1,2,2,5,1,1,2,1,1,1,2,5,1,6,2,2,3,6,2,3,3,6,2,2,3,6,6
673,1,2,2,5,3,2,3,2,4,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,5
674,6,5,5,6,5,3,5,4,4,5,2,2,1,1,2,1,1,1,2,1,2,1,6,7,5,6,4,6,6,6,2,4,4,2,2,7,4,3,6
675,5,4,5,5,6,3,5,4,5,3,2,2,1,1,2,1,1,2,2,2,1,1,2,1,2,2,2,2,3,2,2,4,2,6,2,2,3,2,4
676,5,6,5,4,5,5,5,2,5,3,2,1,1,1,2,1,1,1,1,1,1,1,2,2,4,4,2,1,4,4,2,2,2,4,4,2,4,3,4
677,1,2,2,2,2,2,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,2,2,1,1,2,2,1,1,2,2,1,2,2,2
678,3,3,2,4,6,5,6,6,3,2,2,2,1,2,2,1,1,1,1,1,2,1,3,4,4,5,4,3,3,3,3,3,3,1,2,2,2,1,5
679,5,2,1,1,5,4,3,1,6,2,2,2,1,1,2,2,1,2,1,1,1,1,1,2,5,4,4,3,3,3,2,2,2,2,2,3,2,2,5
680,7,7,3,7,7,6,7,5,7,5,2,2,2,2,3,2,1,1,1,1,1,1,1,1,4,2,1,1,4,3,2,2,2,2,4,2,2,2,3
681,7,7,7,7,7,2,6,7,3,7,5,5,4,4,4,5,3,4,5,4,4,3,6,7,7,4,5,5,2,3,4,6,6,6,2,6,7,6,5
682,7,7,2,7,7,5,7,7,4,5,4,4,4,4,5,5,2,3,2,2,4,3,6,6,6,6,2,6,6,6,2,6,6,2,5,6,4,6,7
683,5,4,3,5,5,2,5,5,3,5,2,1,1,1,2,1,1,1,1,1,1,1,1,1,5,3,2,1,2,2,2,1,1,2,6,1,1,2,1
684,4,2,2,5,4,2,4,5,4,6,2,2,2,1,2,1,1,1,2,1,1,1,1,1,3,4,2,2,2,2,2,2,2,2,2,2,2,2,5
685,3,7,5,6,7,7,7,7,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,5,2,1,2,3,2,2,3,2,1,2,2,1,2
686,1,2,2,2,5,2,5,4,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,5,2,1,1,2,4,5,2,4,2,4,2,2,2,5
687,3,5,5,5,6,5,5,5,4,4,2,2,1,1,2,1,1,1,2,1,1,1,1,2,6,2,2,1,2,2,3,1,2,2,5,2,2,2,2
688,3,3,3,4,4,1,4,3,7,3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,5,2,2,1,1,1,1,1,1,4,5,1,1,1,1
689,6,7,6,6,7,3,5,4,3,5,2,2,2,2,2,2,1,1,1,1,1,1,2,3,5,2,2,5,3,5,4,3,4,1,2,3,3,1,4
690,7,6,5,5,6,6,6,5,5,3,2,2,1,2,2,2,1,2,2,1,2,1,1,1,1,6,1,1,1,2,2,2,2,2,2,2,3,1,4
691,3,2,2,4,6,2,4,6,4,4,2,1,1,1,2,1,1,1,1,1,1,1,1,1,6,4,3,1,2,2,3,2,2,2,4,2,2,2,3
692,6,5,5,5,5,5,5,4,5,5,2,2,1,1,2,2,1,1,1,1,1,1,2,4,5,3,2,2,3,4,4,3,3,3,4,2,4,3,4
693,7,6,5,5,5,5,5,4,4,4,1,2,1,1,1,1,1,1,1,1,1,1,2,2,5,2,3,4,3,2,2,2,2,2,2,2,2,2,3
694,3,2,3,6,5,2,3,4,5,4,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1
695,2,1,2,3,2,3,3,4,3,5,2,2,1,1,2,2,1,1,2,2,2,1,3,4,5,3,5,5,3,4,3,2,2,4,4,3,3,4,3
696,2,3,5,6,6,6,6,7,6,6,2,2,1,1,2,1,2,1,2,1,1,1,1,1,7,3,4,2,2,1,1,2,2,2,2,2,1,2,2
697,7,5,7,5,5,4,7,5,5,7,2,2,2,2,2,1,1,2,2,2,1,1,5,5,4,6,3,7,7,7,4,3,5,5,5,7,5,6,7
698,3,2,3,6,6,3,6,6,6,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2,4,3,1,3,3,3,2,2,2,4,2,2,2,5
699,3,3,5,6,5,5,4,4,4,5,2,2,1,1,2,1,1,1,1,1,1,1,2,2,3,3,2,2,2,2,2,2,2,2,4,2,2,2,3
700,7,7,6,6,7,7,6,6,6,6,2,2,2,2,3,1,1,1,2,1,1,1,1,2,1,2,1,1,2,3,1,1,2,1,1,1,1,1,6
701,2,6,5,7,6,3,6,3,4,4,2,3,3,3,2,2,2,2,2,2,2,2,4,3,3,4,1,2,3,3,2,3,3,2,4,4,4,4,4
702,6,6,5,6,6,6,6,4,6,5,3,3,2,2,2,2,1,1,1,1,1,2,2,2,4,4,2,2,2,4,3,2,2,2,2,2,2,2,6
703,7,7,6,7,7,6,7,7,4,6,1,2,1,1,3,2,1,2,1,2,1,2,3,5,6,3,2,2,3,3,1,3,3,2,2,2,2,3,3
704,7,5,4,5,6,6,6,5,6,4,2,1,1,2,2,2,1,1,2,1,1,1,2,1,2,4,1,3,2,5,4,3,2,3,3,2,3,5,6
705,6,6,4,5,5,2,5,4,5,5,2,1,1,1,2,1,1,1,1,1,1,1,2,2,6,4,4,4,3,4,5,2,4,5,2,4,4,3,5
706,7,7,7,7,7,7,7,5,3,5,2,2,1,2,3,1,1,2,1,1,1,1,3,5,2,6,5,2,3,3,3,2,2,3,1,2,2,2,3
707,7,7,4,7,7,7,7,6,7,6,2,2,1,2,2,3,1,2,2,2,1,1,6,7,4,6,2,6,6,6,5,4,6,4,4,7,4,6,7
708,7,7,6,6,6,5,6,5,4,4,2,2,2,4,4,2,2,4,3,2,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
709,5,5,3,6,5,3,6,6,6,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,5,1,2,2,2,2,2,2,1,2,2,2,3
710,5,5,3,3,5,5,6,4,3,5,3,3,1,2,3,3,1,1,1,1,1,1,2,2,5,7,6,3,5,7,3,3,5,3,3,3,2,2,6
711,7,7,5,7,7,7,7,6,7,4,2,2,1,2,5,2,1,2,1,1,1,1,1,1,7,4,3,1,1,1,1,1,1,1,4,1,4,1,4
712,4,5,3,5,5,3,3,4,6,3,1,1,1,2,1,1,1,1,1,1,1,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
713,6,5,6,5,6,5,5,5,4,5,2,2,1,1,2,1,1,1,2,1,1,1,2,2,4,4,5,4,2,5,2,2,2,2,2,3,3,2,6
714,5,5,5,6,5,6,3,5,5,4,2,2,1,2,2,2,2,2,1,1,1,1,1,3,5,4,1,2,2,2,2,2,2,2,2,2,2,2,3
715,6,4,4,6,6,6,6,5,4,5,2,2,1,1,1,1,1,1,2,1,1,1,4,5,6,6,5,4,6,6,2,3,5,6,6,4,3,4,5
716,5,5,3,6,7,6,6,5,5,6,1,2,1,3,3,1,1,1,1,1,1,1,2,5,7,5,5,2,3,3,3,2,2,3,6,3,3,2,5
717,5,6,3,5,6,5,6,4,4,4,3,2,2,1,2,2,2,1,1,1,2,1,2,2,3,3,2,2,3,2,2,2,2,2,3,2,3,2,3
718,2,5,1,4,3,2,5,3,5,4,1,1,1,1,2,1,1,1,1,1,1,1,2,2,5,3,2,1,2,2,2,2,2,2,2,2,2,2,3
719,3,2,5,2,3,6,6,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,3,2,6,2,2,2,2,2,2,3,2,2,3,2
720,7,7,5,7,7,7,7,6,6,6,2,2,1,1,3,2,1,1,1,1,1,1,2,4,6,6,2,2,5,4,3,3,4,2,4,3,2,3,6
721,2,2,2,3,3,1,3,5,3,4,2,1,1,1,2,1,1,1,1,1,1,1,2,5,6,2,2,2,3,3,3,2,3,3,4,3,2,2,3
722,5,5,1,4,3,2,4,4,4,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,2,2,2,1,1,1,2,1,1,1,4
723,6,5,5,5,5,2,5,5,6,6,2,2,2,2,2,2,1,2,1,1,1,2,2,2,3,2,1,1,2,2,2,2,2,2,2,2,3,2,2
724,7,7,6,7,7,7,7,4,6,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
725,7,6,6,7,7,6,6,6,5,5,3,2,1,2,2,1,2,2,2,2,2,2,2,2,5,4,2,2,2,5,2,2,2,2,3,2,2,3,5
726,3,1,1,2,2,1,2,3,4,2,2,2,2,2,2,1,1,1,1,1,2,1,2,1,2,2,1,5,2,2,2,3,2,2,2,2,3,2,2
727,6,6,3,2,3,1,3,1,4,2,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2
728,7,6,7,6,7,3,6,7,7,6,3,2,2,1,4,4,1,2,4,1,1,1,3,5,5,5,2,5,6,3,2,4,5,2,3,6,6,6,7
729,3,5,4,7,7,3,5,3,5,5,2,4,4,4,4,3,3,3,3,2,2,3,2,6,3,6,4,4,3,3,3,4,4,4,3,5,5,4,4
730,4,6,3,4,5,3,3,5,2,3,2,2,2,1,2,1,1,1,2,1,1,1,4,4,7,6,5,5,3,5,3,3,3,3,5,3,3,3,6
731,2,3,3,4,4,2,5,3,4,2,2,2,1,2,2,1,2,2,1,1,1,1,4,5,5,3,7,5,3,3,3,4,5,4,2,6,3,5,4
732,7,3,5,7,7,3,6,5,6,3,2,1,1,1,2,1,1,1,1,1,1,1,2,2,5,3,2,2,1,2,2,2,2,2,1,2,2,2,3
733,6,2,3,4,5,5,5,5,5,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,4
734,7,3,5,5,3,3,5,4,4,4,2,2,1,2,2,1,2,2,2,2,1,2,5,3,3,2,2,2,3,3,3,3,4,3,4,3,3,4,3
735,5,3,3,3,3,4,5,5,3,3,2,2,2,2,2,1,1,1,1,1,1,1,4,5,3,4,5,5,4,4,3,4,4,3,4,4,4,3,4
736,6,6,5,6,6,6,6,6,6,6,2,2,1,2,2,2,1,2,1,1,1,2,2,3,4,4,3,4,3,4,3,3,3,3,3,3,3,3,4
737,3,2,5,5,6,3,4,5,3,5,2,2,2,2,2,3,1,2,1,1,2,2,5,5,5,3,5,4,3,3,2,2,2,2,4,5,3,5,4
738,6,5,4,6,6,4,5,4,5,4,1,1,1,1,2,1,1,1,1,1,1,1,2,4,4,3,3,2,3,3,2,2,3,2,2,2,2,2,3
739,2,2,2,4,4,1,4,4,4,4,2,2,2,2,2,4,1,1,2,1,1,1,3,4,3,5,4,4,4,4,4,3,4,4,4,3,3,4,4
740,2,2,2,4,3,3,5,4,4,4,2,2,2,1,2,1,1,1,2,1,1,1,1,1,2,5,1,1,2,2,3,2,1,2,2,2,2,1,3
741,3,5,2,3,5,3,5,5,5,4,1,1,1,1,2,1,1,1,1,1,1,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
742,7,7,2,7,7,6,7,7,6,7,3,4,2,2,3,3,2,2,2,2,2,2,5,5,3,6,2,6,6,6,3,5,5,4,6,6,5,3,6
743,1,1,1,5,5,1,4,3,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,7,2,3,2,2,2,2,2,2,3,4,2,4,2,2
744,7,5,5,7,7,6,7,7,6,7,4,4,2,2,2,3,1,2,2,2,1,2,4,5,2,5,2,5,4,5,3,3,4,2,3,3,3,6,5
745,6,6,6,6,5,5,5,5,5,6,2,3,2,1,2,1,1,2,1,1,1,2,3,5,7,6,7,6,5,5,4,2,5,2,2,5,2,3,7
746,6,2,5,7,7,7,7,7,7,7,2,2,1,1,2,1,1,1,1,1,1,1,2,2,7,5,7,5,3,4,4,2,3,3,5,3,3,4,6
747,5,7,5,5,6,5,5,5,4,4,1,1,1,2,2,1,1,1,1,1,1,1,2,7,5,4,5,7,3,5,3,3,3,3,4,3,3,2,2
748,6,6,4,6,7,3,6,6,6,3,2,4,2,1,3,3,1,2,2,2,1,1,5,5,5,5,4,6,5,6,2,4,6,2,4,5,3,4,3
749,5,5,4,5,6,6,6,4,6,4,2,2,1,2,2,1,1,1,1,1,1,2,3,5,6,4,5,5,5,5,4,2,3,3,3,3,3,3,5
750,6,5,4,6,6,4,4,3,6,5,2,1,1,1,1,1,1,1,1,1,1,1,3,5,6,2,2,2,2,2,3,2,2,3,2,2,2,2,4
751,3,5,5,5,7,5,6,5,5,5,3,4,2,2,2,1,1,2,2,1,1,3,5,5,2,3,2,3,3,3,2,5,3,3,3,4,5,3,5
752,6,6,5,6,6,7,6,5,7,6,4,4,4,4,4,4,1,1,3,1,1,1,6,6,5,6,4,7,6,6,4,4,5,4,5,6,4,5,7
753,6,6,4,6,7,4,6,5,5,4,2,2,1,1,2,1,1,1,1,1,1,1,2,2,4,5,2,2,2,2,3,2,2,2,3,2,2,2,3
754,6,6,4,6,6,4,6,6,6,4,2,2,2,2,2,1,1,1,2,1,1,1,3,3,5,5,5,4,3,3,2,3,3,2,4,3,3,2,4
755,5,5,5,4,6,2,6,7,5,5,1,1,2,2,1,1,1,2,2,1,2,1,2,2,4,2,2,2,2,2,1,2,2,2,3,2,2,2,3
756,6,7,6,5,6,7,6,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,4,5,6,3,3,2,4,3,4,3,4,4,3,3,4,4,4
757,6,6,4,5,6,3,5,6,6,6,3,3,2,2,3,1,1,1,1,1,1,1,3,5,5,5,6,6,6,6,3,3,5,2,3,3,3,2,5
758,6,6,5,4,5,4,5,4,4,4,2,2,2,2,2,1,2,1,2,2,2,1,3,4,5,3,3,5,3,4,2,2,2,3,5,3,3,3,4
759,7,7,6,4,7,4,6,5,5,5,3,3,1,1,3,3,1,1,1,1,2,1,3,5,3,4,2,2,4,5,2,2,5,2,4,2,2,2,6
760,2,3,4,5,5,2,4,5,5,4,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,2,1,2
761,6,5,4,4,4,6,5,4,4,4,4,3,1,2,2,2,1,1,1,1,1,1,3,4,3,2,1,1,3,3,3,3,3,3,3,3,2,3,3
762,1,2,2,1,2,1,1,2,6,2,3,2,2,1,2,2,1,2,3,2,1,2,4,5,5,3,5,5,4,5,2,4,5,2,2,4,2,2,5
763,7,7,6,6,7,6,6,6,5,3,2,2,2,2,2,2,1,2,3,2,1,1,5,7,2,6,2,5,5,2,2,2,2,2,6,6,5,4,4
764,5,4,2,2,5,4,5,5,3,4,3,3,2,2,2,3,1,1,2,2,1,1,3,5,1,3,1,5,3,4,2,2,2,2,5,2,3,2,4
765,7,6,5,5,5,4,5,6,4,3,2,2,1,2,2,1,1,1,2,1,1,1,2,4,5,5,3,2,3,3,2,2,2,2,2,2,2,2,4
766,7,7,7,7,7,7,7,7,7,7,5,5,2,5,5,5,1,4,5,4,3,5,7,7,7,7,1,7,7,7,1,2,4,7,7,7,6,7,7
767,2,3,2,5,2,2,2,4,4,2,2,2,1,1,2,1,1,1,1,1,1,1,3,3,6,6,3,2,3,5,2,2,2,2,2,2,2,2,5
768,6,6,5,6,6,3,6,5,3,5,1,2,1,2,2,1,1,1,1,1,1,1,1,2,7,2,4,1,2,2,3,2,2,2,2,2,2,2,2
769,5,1,2,4,6,6,6,5,6,4,1,2,1,1,1,1,1,1,1,1,1,1,2,2,6,4,6,5,3,3,3,1,2,4,2,2,2,3,3
770,5,5,4,4,4,2,3,4,4,4,1,1,1,1,2,1,1,1,3,1,1,2,2,2,5,4,3,5,3,4,4,5,3,3,4,4,4,3,4
771,7,6,7,3,6,5,6,4,6,4,2,2,1,2,2,3,1,2,2,2,1,2,2,3,6,3,3,6,3,3,3,3,3,4,3,3,2,3,2
772,2,2,6,4,3,3,4,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,4,5,4,5,2,3,5,5,3,4,5,2,2,2,4,4,6
773,2,2,2,4,6,2,4,3,3,3,2,2,1,2,1,1,2,2,2,1,1,1,1,1,2,5,1,1,2,2,2,3,3,1,2,2,2,1,5
774,7,3,1,4,5,2,5,4,6,3,1,2,1,1,2,2,1,1,1,1,1,1,1,3,6,3,5,5,3,2,2,2,2,2,4,2,2,2,3
775,6,7,5,6,6,6,6,4,4,4,3,3,1,2,2,4,1,1,2,1,1,1,5,6,3,4,2,5,3,3,3,3,1,3,3,3,3,2,5
776,6,5,3,5,5,5,5,3,5,3,2,2,1,2,2,2,1,1,1,1,1,1,3,3,6,5,5,5,5,5,5,5,4,3,5,5,3,3,5
777,2,3,4,4,3,3,3,5,3,4,2,2,2,1,2,1,1,1,1,1,1,1,3,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
778,7,1,6,6,6,7,6,6,6,4,2,2,2,3,4,2,3,3,1,1,2,3,2,6,7,5,2,5,4,6,2,2,2,2,6,5,2,2,5
779,5,3,1,3,5,2,2,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,5,1,2,1,3
780,6,3,5,6,6,5,6,6,7,4,2,1,1,1,3,1,1,1,1,1,1,1,2,3,2,3,3,1,3,4,3,2,2,3,4,3,3,2,5
781,6,5,2,2,5,5,5,2,3,3,2,2,1,2,2,2,1,1,2,1,1,1,1,1,5,2,2,2,1,2,2,1,2,2,2,2,2,2,3
782,6,6,6,5,7,6,6,6,6,4,1,2,1,1,2,1,1,1,1,1,1,1,3,7,7,4,6,5,4,3,5,3,3,3,5,3,3,4,6
783,7,2,4,6,6,2,5,6,6,7,2,2,2,2,2,2,1,2,1,2,1,1,2,5,5,4,3,2,2,3,2,2,2,3,2,2,4,2,4
784,5,5,4,5,5,3,5,4,6,4,3,3,2,2,2,2,2,2,2,1,2,2,4,4,5,4,5,4,4,4,5,4,4,5,4,4,4,4,4
785,5,4,2,6,5,4,5,6,6,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,4
786,4,5,4,4,6,4,5,4,6,3,2,2,1,2,2,2,1,1,1,1,1,1,2,5,2,4,1,2,3,3,2,2,3,2,2,2,3,1,3
787,7,5,2,6,7,5,7,7,4,5,2,2,1,2,1,2,2,2,2,1,1,1,2,4,2,5,1,5,2,5,1,2,2,2,4,3,2,2,5
788,4,4,4,4,3,3,5,4,4,4,2,2,2,2,2,2,1,1,2,1,2,2,2,2,4,3,4,4,2,2,2,2,2,2,4,2,3,2,2
789,3,6,3,5,5,1,5,2,4,4,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
790,7,6,7,7,7,6,7,7,6,7,4,4,3,4,3,4,3,3,3,2,4,4,6,6,4,4,6,6,6,6,6,5,4,6,3,6,5,6,6
791,5,5,3,3,5,3,5,6,2,5,2,2,2,2,2,2,1,2,2,1,1,2,4,5,3,3,3,5,5,3,3,4,5,3,3,5,4,3,5
792,5,3,5,5,5,3,5,2,6,3,2,2,1,1,2,1,1,1,1,1,1,1,4,3,4,5,3,3,3,5,4,3,4,4,2,3,3,4,4
793,7,1,7,7,7,7,7,6,3,5,4,4,5,4,4,4,1,1,5,1,1,1,7,7,7,6,7,7,6,5,1,5,7,3,7,7,5,4,5
794,5,3,4,6,7,4,7,6,6,5,3,3,1,2,4,4,1,1,1,1,1,1,3,6,4,7,3,5,6,7,3,3,5,2,2,2,4,2,6
795,5,2,5,7,6,6,7,7,5,4,2,2,1,1,1,1,1,1,2,1,1,1,1,1,3,5,2,2,1,1,1,1,1,1,4,1,1,1,3
796,7,7,6,7,7,7,7,7,7,2,2,2,1,1,3,1,1,1,2,1,1,1,2,2,2,3,2,2,3,2,3,3,3,2,2,2,2,2,5
797,6,6,6,7,7,7,7,6,6,5,2,2,3,2,2,3,2,2,3,2,1,2,2,3,5,4,5,5,2,4,4,3,4,3,4,4,3,3,4
798,4,1,4,3,5,1,3,5,5,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
799,1,1,1,5,5,1,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1
800,6,6,5,5,6,5,5,3,6,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,4,2,1,1,4,2,1,3,3,2,2,2,2,5
801,1,1,2,5,2,1,1,5,5,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,2,2,1,2,2,2,2,2,1,1,1,2,2,3
802,5,3,4,5,3,1,5,5,5,2,2,2,2,2,2,2,2,2,1,1,2,1,3,2,1,5,2,1,3,2,2,3,4,2,2,3,4,2,5
803,2,2,3,3,3,4,4,2,4,4,1,2,1,1,1,1,1,1,1,1,1,1,3,2,6,3,4,4,3,4,3,4,3,3,5,3,4,3,3
804,7,4,7,6,7,2,7,6,3,6,2,2,1,1,2,1,1,1,1,1,1,1,2,5,4,4,5,5,4,2,2,2,2,2,4,2,2,2,3
805,6,7,5,6,7,7,7,7,6,6,2,3,2,2,3,2,1,2,2,1,1,1,2,2,5,3,2,4,3,3,2,2,3,3,2,2,3,2,3
806,2,2,2,2,2,1,3,2,3,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,5,3,2,1,1,2,2,2,1,1,2,1,2,1,2
807,2,1,1,2,1,1,1,4,4,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,3,4,1,1,2,1,2,2,3,1,1,2,1,1,5
808,3,5,2,3,4,3,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,3,3,3,3,4,2,3,3,2,3,3,3,3
809,5,4,4,5,5,3,4,4,4,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,5,4,3,2,4,5,4,3,4,3,4,3,3,3,5
810,7,6,3,6,7,4,7,6,6,3,1,1,1,1,1,1,1,2,1,1,1,1,2,2,6,5,5,3,4,3,3,2,2,1,3,2,3,1,2
811,5,3,3,5,6,3,5,5,3,5,2,2,1,1,1,2,1,1,2,1,1,1,2,4,1,1,1,3,2,1,1,2,2,1,2,2,2,1,4
812,7,2,2,4,6,2,6,4,7,3,2,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,1,1,3,1,1,1,1,2,1,3
813,6,6,5,6,6,6,6,6,6,6,4,3,1,2,2,2,2,1,2,1,2,2,1,5,5,4,1,1,2,3,2,2,2,2,1,1,2,2,3
814,4,3,5,5,4,1,4,4,4,5,3,1,1,1,2,1,1,1,1,1,1,1,2,6,7,5,5,6,4,7,3,2,4,2,4,5,2,4,7
815,4,5,4,5,5,3,3,4,6,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,4,2,1,2,4,2,2,2,2,3,1,2,2,3
816,5,4,4,6,6,2,6,5,4,5,4,4,4,4,4,4,2,2,4,4,2,2,4,4,1,4,1,4,4,2,2,3,3,2,2,4,3,4,3
817,7,7,5,6,6,6,6,5,5,4,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,3,1,2,2,2,2,2,2,2,5,2,3,3,3
818,1,1,1,6,5,1,5,4,2,5,1,1,1,1,2,1,1,1,1,1,1,1,1,2,7,5,3,6,2,5,4,1,3,3,3,3,4,3,5
819,7,5,5,5,6,6,5,6,6,5,2,2,1,2,2,2,1,1,1,1,1,1,2,1,1,6,3,2,2,3,2,2,1,1,2,2,2,1,3
820,2,2,2,2,2,2,2,6,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,4,3,3,6,2,2,2,2,2,2,2,2,2,2,2
821,6,6,4,5,6,3,6,4,6,5,2,2,2,1,2,1,1,1,2,1,1,1,2,3,4,4,4,4,2,2,2,2,2,2,4,3,3,3,3
822,6,6,3,6,7,6,6,6,4,5,4,4,1,3,4,1,1,2,4,2,2,2,4,6,5,3,2,3,6,4,2,2,6,3,4,5,4,3,6
823,5,4,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3,1,1,3,3,2,2,3,2,1,2,2,1,7
824,3,5,4,4,5,4,5,4,4,4,2,3,2,2,2,1,2,1,1,1,2,1,3,3,6,4,3,3,3,3,2,3,3,3,4,4,4,3,4
825,6,6,5,6,6,6,6,5,6,5,3,4,2,3,4,3,2,3,2,3,2,3,3,5,5,5,3,5,5,5,5,4,5,5,5,4,3,3,5
826,5,5,5,7,7,5,6,7,7,2,2,1,1,1,2,3,1,1,2,1,1,1,2,2,2,4,2,2,2,2,5,3,2,2,6,2,4,2,4
827,3,2,3,5,4,3,4,6,6,6,2,2,1,2,2,2,1,1,1,2,1,1,4,6,7,6,6,7,6,6,4,5,4,4,4,6,4,4,4
828,7,7,7,7,7,7,7,7,7,3,2,2,2,2,2,3,1,2,1,1,1,1,3,2,1,5,5,2,5,3,4,5,3,3,2,2,3,2,4
829,7,7,7,7,7,7,7,7,7,7,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,6,3,2,3,7,2,2,4,3,3,2,2,4,7
830,4,3,4,5,5,5,5,5,6,5,2,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,6,5,5,4,5,4,5,4,4,4,3,4,4
831,4,6,5,5,5,4,5,3,5,5,2,2,1,2,2,2,1,1,1,1,1,1,1,5,6,5,4,2,3,5,3,1,2,3,3,2,2,2,5
832,5,5,2,7,5,4,4,6,6,5,2,2,1,1,2,2,1,1,2,1,1,1,1,1,2,3,1,1,2,2,1,2,2,2,1,2,2,2,4
833,1,1,1,2,1,1,1,6,4,5,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,4,1,1,1,1,1,1,1,2,2,2,2,1,4
834,2,2,2,4,6,3,6,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,2,1,1,1,3,3,2,2,2,2,2,2,2,5
